Date,URL,Title,Contents
2023-06-01,https://n.news.naver.com/mnews/article/003/0012031163?sid=105,카카오 상반기 보수킹 남궁훈…스톡옵션 차익 94억,"상근 고문으로 급여 2.5억 수령…스톡행사로 차익홍은택 카카오 대표는 상여금 없이 급여 6억만 수령



[성남=뉴시스] 김금보 기자 = 남궁훈 카카오 각자대표가 19일 경기 성남시 카카오판교아지트에서 데이터 센터 화재로 인한 대규모 먹통 사태와 관련해 취재진의 질문을 듣고 생각에 잠겨 있다. (공동취재사진) 2022.10.19. photo@newsis.com[서울=뉴시스]최은수 기자 = 남궁훈 카카오 전 대표가 올 상반기 카카오에서 가장 높은 보수를 받은 것으로 나타났다. 대표이사에서 물러나 스톡옵션을 행사한 덕분이다. 14일 공개된 카카오 반기보고서에 따르면 남궁훈 전 대표는 올 상반기 급여 2억5000만원, 주식매수선택권(스톡옵션) 행사이익 94억3200만원 등 총 96억8300만원을 보수로 받았다. 남궁 전 대표는 지난해 카카오 대규모 서비스 장애 사태에 책임을 지기 위해 각자대표직을 사임한 바 있다. 이후 미래이니셔티브센터 상근 고문으로 활동 중이며 이에 대해 책정된 기본급을 매월 급여로 수령하고 있다.남궁 전 대표는 올 상반기 재직시 부여받은 스톡옵션을 행사했다. 카카오 주가가 5만8100원일 때 행사가 1만7194원에 11만9131주를, 행사가 1만7267원에 11만8623주(당시 주가 5만5700원)을 팔아 총 94억3200만원의 행사차익을 거뒀다.이어 이진수 카카오엔터테인먼트 각자대표는 보수 26억9300만원을 수령해 남궁 전 대표 다음으로 연봉이 높았다. 이진수 대표는 카카오페이지 TF장으로서 카카오로부터 급여 7억5000만원을 받았고 스톡옵션 행사이익 26억1800만을 거뒀다. 이 대표는 스톡옵션 행사가 1만7194원에 4만주와 2만주를 각각 매도했다. 이 대표 다음으로 김대성 카카오 전 서비스개발1실 실장 18억900만원, 배재현 카카오 공동체투자총괄 대표 18억200만원, 정현주 전 유저서비스&인사이트팀 팀장 10억4100만원 등 순으로 보수가 높았다. 특히 배재현 공동체투자총괄 대표는 급여 1억400만원, 상여금 10억원을 받아 이들 가운데 유일하게 별도의 기타 특별 상여를 지급 받았다. 해당 상여금은 올 상반기 전략적 목표 달성에 따른 것이다. SM엔터테인먼트 인수를 주도한 성과를 인정받은 것으로 풀이된다. 홍은택 카카오 대표는 올 상반기 급여 6억원, 기타 근로소득 400만원 등 총 6억400만원을 보수로 받았다. 별도의 상여금은 없으며 스톡옵션도 행사하지 않았다. 홍은택 대표는 지난해 대표이사 보상안 관련 논란이 일자 ""부여된 스톡옵션은 주총 본 안건 통과시 주총일 종가의 2배 이상이 될 경우 행사할 것""이라고 밝힌 바 있다. 한편 카카오의 올 상반기 등기임원을 제외한 직원수(소속 외 근로자 제외) 총 3917명이며 1인 평균 급여액은 5700만원이다. 1인 평균 급여액의 기준이 된 연간 급여 총액에는 급여, 상여 및 스톡옵션 행사차익 등이 포함됐으며, 퇴직금은 제외됐다．"
2023-06-01,https://n.news.naver.com/mnews/article/031/0000765699?sid=105,8.15km 달리기 인증·태극기 게양…카카오 광복절 기념 캠페인,"목표 킬로 수 선택 후 달리기 인증, 오프라인 또는 모바일에서 태극기 게양 인증한국해비타트와 모금 캠페인도 진행…댓글/응원/공유 시 카카오가 기부카카오의 사회공헌 플랫폼 카카오같이가치는 광복절을 맞아 이용자 행동 참여 프로젝트 '8.15를 기억하는 모두의행동' 캠페인을 진행하고 있다고 14일 밝혔다.



[사진=카카오]첫 번째 행동 미션은 가수 션과 함께하는 '815런 인증'이다. 8월 한 달 동안 원하는 시간과 장소에서 러닝에 참여한 기록을 인증하는 방식으로, 참여자는 목표 킬로 수(3.1km/4.5km/8.15km)를 선택해 달린 뒤 인증 사진을 올리면 된다.두 번째 미션은 '태극기 달기 인증'으로, 집이나 사무실 등 공간에 태극기를 게양하거나 카카오톡 프로필에서 춘식이 태극기 스티커를 부착한 후 인증 사진을 올려 참여할 수 있다.이용자가 각 행동 미션에 참여할 시 카카오가 독립 유공자 후손의 새 보금자리 마련을 위해 815원을 기부한다. 지난 1일 시작 후 현재까지 올라온 인증은 약 5만9천건이다.사단법인 한국해비타트와 함께 모금 캠페인도 운영 중이다. 오는 31일까지 조성된 모금액은 독립 유공자 후손을 위해 사용될 예정이다.이용자가 모금 캠페인 페이지 하단에 댓글을 작성하거나 응원 또는 공유 시 카카오가 100원을 기부하며 모금함에 직접 금액을 기부하는 것도 가능하다. 모금함에는 현재 이용자 8천700명 이상이 동참 중이며 모두의행동 기부금과 815런 참여자들의 기부금 등을 포함해 4억7천만원이 넘는 금액이 조성 중이다.강승원 카카오같이가치 팀장은 ""앞으로도 일상 속 작은 행동이 사회를 변화 시킬 수 있는 다양한 캠페인을 꾸준히 선보일 계획""이라고 말했다."
2023-06-01,https://n.news.naver.com/mnews/article/011/0004226425?sid=105,카카오 연봉킹은 남궁훈 전 대표…상반기 보수 97억 원 받아,"남궁 고문, 스톡옵션 행사 94억원 차익이진수 카카오엔터 대표도 27억 원 받아홍은택 현 대표의 보수는 6억 원



남궁훈 카카오 미래이니셔티브센터 상근고문. 사진제공=카카오[서울경제] 전 카카오(035720) 대표인 남궁훈 카카오 미래이니셔티브센터 상근고문이 올해 상반기 97억 원 가량의 보수를 받았다. 남궁 고문은 카카오에서 올해 상반기 가장 많은 보수를 수령한 임직원이다.14일 카카오 반기보고서에 따르면 남궁 고문의 올해 상반기 보수는 96억 8300만 원으로 집계됐다. 남궁 고문은 주식매수선택권을 행사해 94억 3200만 원을 수령했다. 급여는 2억 5000만 원을 받았다.이진수 카카오엔터테인먼트 각자대표는 총 26억 9300만 원의 보수를 수령했다. 이 대표는 주식매수선택권 행사로 26억 1800만 원, 급여로 7500만 원을 받았다. 김대성 전 카카오 서비스개발1실장은 총 18억 900만원을 받았다. 김 실장은 주식매수선택권 행사로 14억 6300만 원, 퇴직금으로 2억 800만 원, 급여로 9000만 원, 상여로 2300만 원, 기타 근로소득으로 2500만 원을 받았다. 정현주 전 카카오 유저서비스&인사이트팀장은 주식매수선택권으로 7억 6000만 원, 퇴직금 1억 5600만 원 등 총 10억 4100만 원을 수령했다.홍은택 카카오 대표는 6억 400만 원의 보수를 수령했다. 배재현 공동체투자총괄대표는 상여금 16억 원과 급여 2억 원 등 총 18억 200만 원을 받았다.올해 상반기 기준 카카오 임직원수 3917명의 1인당 평균 급여는 5700만 원이다. 스톡옵션 행사차익을 제외한 1인평균 급여액은 5000만 원이다. 이는 전년 동기 5400만 원 대비 8% 감소한 수치다."
2023-06-01,https://n.news.naver.com/mnews/article/001/0014131315?sid=101,IT·게임 업계 상반기 '보수 킹'은 카카오 남궁훈 전 대표,"KT 구현모 전 대표, 약 30억원…""퇴직 소득 약 20억원 포함""게임 CEO 톱은 크래프톤[259960] 김창한…약 33억원작년 1위 장현국은 올해는 5억원만KT 구현모 전 대표, 약 30억원…""퇴직 소득 약 20억원 포함""게임 CEO 톱은 크래프톤 김창한…약 33억원작년 1위 장현국은 올해는 5억원만



남궁훈 전 카카오 대표[연합뉴스 자료사진. 재판매 및 DB 금지](서울=연합뉴스) 임은진 홍국기 김주환 기자 = 올해 상반기 IT와 게임 업계 경영진 가운데 가장 많은 보수를 챙긴 사람은 남궁훈 전 카카오 대표로 파악됐다.    14일 IT와 게임 업계 반기보고서에 따르면 남궁 전 대표는 상반기 96억8천300만원의 보수를 지급받았다.    주식매수선택권(스톡옵션) 행사 이익이 94억3천200만원에 달했다. 이 밖에 급여와 기타 근로소득이 각각 2억5천만원, 100만원을 차지했다.    남궁 전 대표는 지난해 3월 카카오 대표로 취임했지만, 같은 해 10월 데이터센터(IDC) 화재에 의한 대규모 서비스 중단 사태에 대한 책임을 지고 대표직에서 물러난 바 있다.    그는 올해 초부터 김범수 창업자가 센터장을 맡고 있는 카카오 미래이니셔티브센터의 상근고문으로 활동하고 있으며 내달부터는 모교인 서강대에서 초빙교원 자격으로 강단에 오를 예정이다.    카카오 현직 대표인 홍은택 총괄 대표는 6억400만원을, 배재현 투자총괄대표는 11억500만원의 보수를 받았다.    카카오페이 등기이사인 신원근 대표와 최용석 이사는 올해 상반기 6개월간 총 2천600만원의 보수를 받았다.    네이버에서는 최수연 대표가 10억4천200만원을, 채선주 대외·ESG정책 대표가 7억3천100만원을 지급받았다.    네이버 창업자인 이해진 글로벌투자책임자(GIO)는 12억4천800만원을 받았다.



구현모 전 KT 대표[연합뉴스 자료사진. 재판매 및 DB 금지]통신 업계에서는 구현모 전 KT 대표이사가 상반기 29억9천500만원을 받아 가장 많은 보수를 지급받았다.    그는 급여로 2억5천700만원, 상여로 7억7천800만원, 기타 근로소득으로 2천500만원을 받았고, 퇴직 소득으로 19억3천500만원을 챙겼다.    KT 차기 대표이사 후보로 내정됐다가 중도 하차한 윤경림 전 KT 사장도 8억1천200만원의 보수를 지급받았다. 박종욱 대표이사 직무대리는 7억5천100만원의 보수를 받았다.    SK텔레콤에서는 유영상 대표이사가 상반기 14억5천900만원을, 미등기 임원인 서진우 SUPEX추구협의회 중국대외협력총괄이 25억3천700만원을 받았다.    LG유플러스의 황현식 사장은 10억5천800만원을, 이혁주 전 부사장은 25억5천100만원을 상반기에 지급받았다. 이 전 부사장의 경우 퇴직소득 19억5천400만원이 포함됐다.



김창한 크래프톤 대표[크래프톤 제공. 재판매 및 DB 금지]게임 업계 CEO 가운데에서는 크래프톤의 김창한 대표가 올 상반기 급여 4억8천100만원, 인센티브 및 자기주식 등 상여 27억9천500만원 등 총 32억7천600만원의 보수를 수령해 연봉 1위를 기록했다.    크래프톤은 김 대표에 대해 ""시장 및 기술 변화를 빠르게 읽고, 새로운 기회를 발굴해 회사의 장기 성장 발판을 마련했다""고 평가했다.    이병욱 의장실 실장, 장태석 펍지스튜디오 총괄 프로듀서(PD), 배동근 최고재무책임자(CFO)도 각각 12억∼15억 원의 급여와 상여금을 수령했다.    엔씨소프트 창립자인 김택진 대표는 올 상반기 급여 12억8천만원에 상여 13억5천만원 등 총 26억3천600만원의 보수를 받아 김창한 대표의 뒤를 이었다.    엔씨소프트는 2022년 재무목표 달성도, 리더십 발휘 기여, 리니지W의 성공적 출시 등을 이 같은 보수 산정 사유로 꼽았다.    엔씨소프트에서 '리니지' 지식재산(IP)을 총괄하는 이성구 부사장은 18억2천200만원의 보수를 받았고 최홍영 상무, 김택헌 수석부사장, 박선우 상무도 각각 15억∼16억원대 보수를 수령했다.    카카오게임즈 조계현 대표는 급여 4억5천만원, 상여 11억원 등 총 15억5천100만 원의 연봉을 받았다.    작년 약 173억 원에 달하는 보수를 받아 게임업계 '연봉 킹'에 등극한 장현국 위메이드 대표는 올 상반기에는 급여 5억 원만 수령했다. 창립자인 박관호 의장은 급여 8억 원을 받았다.    이밖에 넷마블 창립자인 방준혁 의장은 7억3천200만원의 보수를 받았다.    engine@yna.co.kr"
2023-06-01,https://n.news.naver.com/mnews/article/050/0000067625?sid=101,굳건했던 카카오·네이버 철옹성 무너지나,"유튜브, 구글 등 미국 빅테크의 국내 IT 플랫폼 시장 잠식 가속화



 미국 빅테크의 국내 정보기술(IT) 플랫폼 시장 잠식이 가속화하고 있다. 이로 인해 카카오톡과 네이버의 아성이 위협받고 있는 것으로 나타났다.13일 모바일 빅데이터 기업 아이지에이웍스의 모바일인덱스 통계에 따르면 지난달 카카오가 운영하는 메신저인 카카오톡의 월간 실사용자 수(MAU)는 4155만8838명으로 1위를 기록했다. 2위인 구글의 유튜브(4115만7718명)로 MAU 차이는 40만1120명에 그쳤다.MAU는 한 달에 최소 1차례 서비스를 쓴 이용자 수를 의미한다. 올해 들어 카카오톡과 유튜브의 MAU 차이가 5개월 연속 감소하며 지난 5월 50만명대로 좁혀졌다가 지난달 40만명대까지 줄어들었다.모바일인덱스 통계가 집계되기 시작한 이래 역대 월간 최소 격차다. 이같은 추세가 계속 이어진다면 연내에 유튜브가 '국민 메신저'인 카톡의 MAU를 추월할 가능성이 커 보인다.유튜브는 음원 시장에서도 국내 최대 플랫폼인 카카오의 멜론을 빠른 속도로 추격하고 있다.지난달 국내 모바일 음원 시장의 MAU는 1위인 멜론(665만1897명)과 2위인 유튜브뮤직(580만7421명) 차이가 84만4476명에 불과했다. 월간 기준 두 플랫폼의 MAU 차이가 100만명 아래로 좁혀진 것은 지난달이 처음이다.웹 기반 검색엔진 시장도 그간 국내에서 절대 강자였던 네이버의 점유율이 50%대로 떨어진 반면, 구글은 30%대로 올라섰다.이 밖에 국내 OTT(온라인동영상서비스) 시장은 넷플릭스, SNS(소셜네트워크서비스) 시장은 인스타그램(메타), 클라우드 시장은 아마존웹서비스(AWS)에 이미 1위를 내줬다."
2023-06-01,https://n.news.naver.com/mnews/article/366/0000924353?sid=105,[비즈톡톡] 카카오 데이터베이스에 욕설 60만개가 쌓여있는 이유는,"AI 기반 욕설 필터링 해주는 세이프봇, 딥러닝으로 학습



/카카오        카카오 데이터베이스(DB)에는 60만개(올해 8월 기준)의 욕설이 쌓여있습니다. 왜 그럴까요? 뉴스나 상담톡 등 카카오 서비스에서 발생하는 욕설을 인공지능(AI)을 기반으로 필터링 해주는 ‘세이프봇’을 학습시키기 위한 것입니다. 나쁜 말을 잡아내기 위해 그 어떤 욕쟁이도 뛰어넘을 만한 수준으로 세이프봇을 진화시킨 것이죠.카카오가 욕설을 잡아내기 시작한 것은 2017년 상반기로 거슬러 올라갑니다. 당시 카카오는 욕설 표현을 자동으로 음표로 변환시키는 ‘욕설 자동 치환’ 기술을 개발, 그해 하반기 포털 다음에 도입했습니다. 이를 위해 카카오는 수십만개의 욕설 데이터베이스를 구축했고, 데이터베이스에 포함된 욕설은 모두 자동으로 음표로 바뀌어 표시되었습니다. 이 기술은 다음뉴스 뿐 아니라 톡 채널, 브런치, 카카오스토리 등 카카오의 30여개 주요 서비스에 적용됐습니다. 카카오톡 서비스의 상담원과 사용자간 채팅 기능인 ‘상담톡’에도 도입되어 고객 상담원의 심리 보호에 역할을 하고 있죠.하지만 욕설 자동 치환 기술은 욕설을 변형하거나 특정 단어를 이용하는 것까지 막지는 못했습니다. 결국 카카오는 기존 욕설뿐 아니라 운영 정책을 위반한 댓글을 관리자가 일일이 찾는 대신 AI기술을 활용해 자동으로 찾는 세이프봇을 개발하기로 합니다.2020년 12월 시범 적용된 세이프봇은 초기에는 감지된 악플을 자동으로 신고하는 역할만 수행했습니다. 하지만 세이프봇 도입 후 댓글 등에 욕설과 비속어가 포함되어 신고되는 신고량이 43% 감소하자 회사는 세이프봇 기능을 더욱 강화하기로 결정합니다. 회사는 세이프봇이 기존 욕설 자동 치환 기능을 넘어 AI 딥러닝 기술을 바탕으로 스스로 나쁜 말을 학습하고 진화하도록 했습니다.세이프봇은 일상, 거친, 심한, 노골·외설적 비속어 4단계를 거쳐 나쁜 말을 정립합니다. 신조어가 매일 탄생하는 것처럼 파생되는 욕설에 다양한 조합을 만드는 과정을 거칩니다. 2021년 12월 더욱 완성도가 높아진 세이프봇이 정식 도입됩니다. 새로운 버전의 세이프봇에는 욕설 자동 치환 기능뿐 아니라 AI 기술을 활용해 욕설, 비속어 등 운영정책을 위반하는 댓글을 자동으로 가리는 기능도 추가됐습니다.카카오톡 대화창 같은 개인적인 공간에서는 세이프봇이 활동하지 않지만, 다음 뉴스 타임톡이나 오픈채팅 라이트 등 여러 사람이 소통하는 곳에서는 활동합니다.결과는 어떨까요? 세이프봇이 도입된 2020년 하반기 치환된 욕설 수를 100%로 놓고 보면, 치환된 욕설 비율은 올 상반기 48%로 크게 낮아졌습니다. 2020년 하반기 대비 욕설과 비속어가 포함된 댓글의 월평균 수치도 2021년 53.7%, 2022년 63.8% 감소했습니다. 전체 댓글 중 이용자가 신고한 욕설 댓글의 비중도 2020년 하반기 4.2%에서 2022년 2.4%로 낮아졌습니다. 세이프봇 활동이 활발해지면서 스스로 고운 말을 쓰는 자정작용도 일어났습니다. 신고되는 댓글의 삭제 비율도 올해 상반기 6.78%를 기록했습니다. 2020년 하반기 33.13%에서 2021년 15.49%, 2022년 7.29%로 해를 거듭할수록 감소하고 있는 것이죠.세이프봇은 오늘도 매의 눈으로 안전한 소통을 지켜보고 있습니다. 60만개의 욕설 데이터베이스가 더 이상 늘어나질 않길 바랄 뿐입니다."
2023-06-01,https://n.news.naver.com/mnews/article/021/0002588310?sid=101,"카카오, 독립유공자 후손에 기부금… LGU+, 성금 전달","카카오의 사회공헌 플랫폼 ‘카카오같이가치’는 광복절을 맞아‘8·15를 기억하는 모두의 행동’ 캠페인을 지난 1일부터 진행 중이라고 14일 밝혔다. 가수 션과 함께하는 ‘815런 인증’, ‘태극기 달기 인증’ 등에 참여하면 카카오가 건당 815원을 기부하며 현재까지 4억7000만여 원의 기부금이 모였다. 카카오는 독립 유공자 후손의 새 보금자리 마련을 위해 사단법인 한국해비타트에 기부금을 전달할 계획이다.LG유플러스는 온·오프라인 캠페인 ‘당연하지 않은 일상 시즌4-문화로 독립을 외치다’를 진행해 마련한 기부금 5000만 원을 국가보훈부에 전달했다. 지난 4일 서울 강남구 복합문화공간 일상비일상의틈byU+(틈)에서 열린 약정식에는 정혜윤 LG유플러스 마케팅그룹장, 문영숙 사단법인 독립운동가 최재영 기념사업회 이사장, 오진영 국가보훈부 보훈정책실장이 참석했다."
2023-06-01,https://n.news.naver.com/mnews/article/018/0005550989?sid=101,"카카오페이증권, '미국주식 옮기기' 이벤트 진행","9월8일까지 타사 미국주식 옮기면 최대 100만원입고 후 미국 주식 거래하면 리워드 최대 5배[이데일리 김보겸 기자] 카카오페이증권이 미국 주식을 카카오페이증권으로 옮기면 혜택을 주는 ‘미국주식 옮기기’ 이벤트를 진행한다고 14일 밝혔다.



타사에서 거래 중인 미국 주식을 ‘미국주식 옮기기’를 통해 카카오페이증권으로 입고하는 사용자에게 리워드를 준다. 오는 9월 8일까지 타사 미국 주식 순 입고 1000만 원 당 2만원씩, 최대 1억 원 순 입고 시 20만 원까지 지급된다. 단, 순 입고액 기준으로 10월 6일까지 잔고를 유지해야 하며 입고주식의 평가하락으로 인한 잔고 감소는 조건에 반영되지 않는다. 입고 후 10월 6일까지 미국 주식 거래를 추가 이용하는 사용자에게는 누적 거래금액에 따라 최대 5배의 지급금이 제공된다. 카카오페이증권을 통한 미국 주식 누적 거래 금액이 1천만 원 이상일 경우, 기존 입고 리워드 금액의 1.5배에서 5배까지 늘어나 최대 100만 원의 리워드를 받을 수 있다.별도 신청 없이 미국 주식을 카카오페이증권으로 입고하면 모두 자동으로 이벤트에 참여하게 되며, 리워드는 이벤트 종료 후 10월 13일에 사용자의 종합계좌로 일괄 지급된다.‘미국주식 옮기기’ 이벤트는 카카오페이앱 내 ‘주식’ 탭과 카카오톡 페이홈 내 ‘주식’ 페이지를 통해 확인할 수 있다. 자세한 내용은 이벤트 페이지에서 확인 가능하며, 이벤트 조건은 카카오페이증권의 사정에 따라 변경될 수 있다.카카오페이증권은 “이번 이벤트로 사용자들이 업계 최저 미국 주식 매매수수료와 환전 수수료 할인 등 카카오페이증권에서 제공하는 다양한 혜택을 직접 체험해 볼 수 있을 것으로 기대하고 있다”라며, “주식 서비스를 통해 카카오페이증권의 쉽고 재미있는 투자 문화를 경험해 보길 바란다”라고 말했다."
2023-06-01,https://n.news.naver.com/mnews/article/056/0011544777?sid=101,"대구시, “카카오 택시 호출 수수료 부당” 신고",[KBS 대구]대구시가 택시 플랫폼 업체 카카오 모빌리티의 과도한 호출 수수료 징수 여부를 조사해 달라며 공정거래위원회에 신고했습니다.
2023-06-01,https://n.news.naver.com/mnews/article/374/0000347324?sid=101,[김대호 박사의 오늘 기업·사람] 비구이위안·청쿵·카카오·하이브·SM·테슬라·메타·엔비디아,"■ 모닝벨 '오늘 기업 오늘 사람' - 김대호 글로벌이코노믹연구소장·경제학 박사·세한대 특임교수◇ 중국 경제 시한폭탄 '비구이위안·청쿵'중국 부동산업계에 '도미노' 채무불이행, 디폴트 먹구름이 드리우고 있습니다. 그동안 디폴트 없이 버텼던 몇 안 되는 대형 부동산 개발업체인 비구이위안마저 채무 의무를 이행하지 못할 가능성이 커졌는데요. 일부에서는 2년 전 '헝다 디폴트' 때보다 더 큰 충격이 예상된다는 우려도 나오고 있습니다. 위기의 중국 부동산 시장, 오늘 첫 소식으로 살펴보겠습니다. 박사님, '비구이위안 너마저'라고 해야될까요. 지금 정확히 어떤 상황입니까?- 디폴트 위기 고조…비구이위안 회사채 11개 거래정지- 상하이·선전증권거래소, 오늘부터 거래정지 예정- 비구이위안 ""충분한 순자산과 매각 가능 자원 보유""- 비구이위안 10일 공시, 상반기 순손실 450~550억 위안- 7일 만기인 액면가 10억 달러 채권 2종 이자 불이행- 다음 달까지 이자 296억 원 못 갚으면 디폴트 처리- ""컨트리가든 무너지면 중국 경제에 엄청난 압박""- 무디스, 비구이위안 신용등급 B1에서 Caa1로 강등- B는 채무상환 가능하나 악화 가능성, C는 파산 등급- 비구이위안 위기…中 부동산 시장 심리 급냉 우려- 중국 3대 부동산 개발 업체…헝다·완커·비구이위안- 2021년 헝다그룹 이후 中 부동산 위기 지속…완다도- 지난달 中 100대 도시 신규·기존 주택 가격 하락- 증감위, 부동산 업체·금융기관 긴급 대책회의 소집- 상반기 손실 10조 원…주가 이달 들어 40%대 폭락- ""매출 및 차환 환경 악화, 가용가능 자금 감소""- 지난해 말 기준 비구이위안 총부채 255조 원 육박- 회장 몫 배당금으로 채권 이자 지급 가능…대응 주목- 건설 프로젝트 숫자 헝다보다 많아 파장 클 수도- 지난달 대형 개발사 다롄완다그룹 디폴트 우려도- 일부 건설사 채무상환능력 우려돼…부양책도 무소용- 비구이위안, 1992년 양궈창이 광둥성 포산서 설립- 2007년 차녀 양후이옌 후계자로 지정…지분 70% 양도- 홍콩증시 상장…당시 25세 中 최고 여성 부호 등극- 양궈창, 딸 양후이옌과 공동 회장직 맡다 2월 물러나- ""양후이옌, 돈으로 EU 시민권 샀다"" 의혹에 휩싸여- 양후이옌, 2018년 지중해 섬나라 키프로스 시민권 획득- 키프로스, 외국인 200만 유로 투자 시 시민권 부여- 홍콩 갑부 리카싱, 아파트 폭탄 세일…불안감 탓?- 주룽반도 해변가 아파트 주변보다 30% 싸게 분양- ""홍콩 부동산 거품 붕괴 신호탄"" 등 분석 쏟아져- 리카싱, 돈의 흐름 미리 알려주는 '풍향계'로 유명- 홍콩 부동산 위기…인구·돈 이탈에 불안한 금융허브- ""홍콩달러 약세 내다보고 자산 처분 나섰나"" 분석도- 미국 달러 대비 7.75~7.85홍콩달러의 고정환율 유지- 달러 페그제 흔들?…美 연쇄 금리 인상에 하락 압박- 수년 내 페그제 균열, 홍콩달러 가치 떨어질 수도◇ 김범수 압수수색 '카카오·하이브·SM'다음은 위기에 싸인 카카오 소식으로 넘어가겠습니다. 금융감독원이 최근 카카오 창업주 김범수 미래이니셔티브센터장의 사무실을 압수수색했습니다. 카카오가 올 초 하이브와 치열한 쟁탈전 끝에 SM엔터테인먼트 경영권을 갖게 됐지만, 곧바로 '시세조종' 의혹이 불거지며 인수 후폭풍을 정면으로 지나고 있는 건데요. 박사님, 금융당국 칼날이 김 센터장에게까지 직접 향했군요.- SM 인수 후폭풍…금감원, 카카오 김범수 압수수색- SM엔터 경영권 거래 과정서 시세 조종 의혹 제기- 금감원 특사경, 4월 카카오·카카오엔터 등 압수수색- 김범수 등 경영진 관여 정황 확인…법원서 영장 발부- 인수 경쟁 벌인 하이브 ""공개매수 방해"" 조사 요청- 이복현 ""시세 조정 의혹 실체 규명할 자신 있다""- 시세조종 등 불공정 행위에 관여했다면 형사처벌 대상- 카카오·카카오엔터, 불공정거래 통한 차익 반납해야- 불공정거래로 확보한 SM엔터 주식 강제 처분 가능성- 시세조종 혐의 확인 시 카카오 지배구조 격량 속으로- SM엔터 발판 나스닥 상장 추진한 카카오엔터에 악재- ""네이버 주가 20% 넘게 올랐는데…"" 카카오는 왜?- 카카오, 실적 부진·창업자 압수수색 등에 주가 약세- 카카오 연초 대비 약세…네이버, 올들어 20% 이상↑- 카카오 2분기 매출 17% 늘었지만 영업익 34% 급감- 네이버 2분기 영업익 3727억…역대 최대 분기 실적- 카카오 사법 리스크 우려…""시세 조종 의혹 관여""- 카카오 창업자 김범수, 국립오페라단 이사장 맡는다- 유튜브 공세…'국민 메신저' 카카오톡 아성 흔들- 카카오-유튜브 월간 실사용자 수 격차 '역대 최소'- 유튜브, 카카오톡 제치고 실사용자 수 1위 오르나- 카톡 사용자 이탈 가속…사법 리스크·내부 반발 등- 카카오 노조, 계열사 구조조정 반발 2차 집회 예고- 지난달 26일 판교역 카카오 본사 앞에서 1차 집회- 16년 만에 SM 떠나는 '이수만 조카'…전속계약 종료- 2월 경영권 분쟁 끝에 회사 떠난 이수만 전 총괄◇ 머스크 콜로세움 결투? '테슬라·메타·엔비디아'마지막으로 미국 IT업계 '앙숙'으로 불리는 두 인물, 일론 머스크 테슬라 CEO와 마크 주커버그 메타 CEO 소식까지 살펴봅니다. 두 사람 간 온라인 설전이 오프라인 몸싸움으로까지 확전할 조짐이 계속되는 가운데, 이번엔 갑자기 '고대 로마'가 소환됐습니다. 박사님, 두 사람 다툴 장소로 원래 미국 옥타곤이 거론되지 않았습니까. 갑자기 이탈리아 얘기가 나오네요?- 머스크·저커버그 결투, 로마 콜로세움서 열리나?- 머스크, X에 '검투사' 표현…""장업한 장소 합의""- 머스크, 콜로세움 암시에 저커버그 ""합의 안 했다""- 콜로세움, 서기 80년 건립된 고대 로마 원형경기장- 이탈리아 유적, 1980년 유네스코 세계문화유산 등재- 이탈리아 문화부장관, 논의 인정하나 콜로세움은 부인- ""머스크와 자선 행사 논의…로마서 열리진 않을 것""- 머스크-저커버그, 격투기 관련 사진 게재 '신경전'- 콜로세움 거론에…'글래디에이터' 합성한 사진 등장- 머스크 ""나는 지난 7일 MRI 기계서 3시간을 보냈다""- ""견갑골·갈비뼈 문제로 수술 필요…회복에 몇 달 소요""- 엔비디아 주가 연일 하락세, 'AI 버블' 터지나- 지난주 엔비디아 8.6%↓…11개월 만에 최대 주간 낙폭- 7일 모건스탠리, 생성형 AI 관련주 '버블' 경고- ""AI 열풍 주도, 엔비디아 버블 정점 향하고 있다""- 엔비디아, 올 들어 200% 이상 폭등…버블 막바지- 모건스탠리 보고서 발표 이후 엔비디아 연일 하락- 빅테크 황금기 지났나…아마존·구글 직원 6월 첫 감소- ""고속 성장했던 빅테크 고용 흡수력이 정점 지났다""- 아마존, 6월 기준 직원 146만 1000명…4%가량 감소- 3월 사무직 중심 2만 7000명 구조 조정 발표한 아마존- 온라인 쇼핑·클라우드 서비스 부진…물류 채용도 줄여- 메타, 지난해 12월 이후 반년 새 직원 수 17% 감소- '생성 AI' 분야 고용·투자는 더 늘려…선택과 집중(자세한 내용은 동영상을 시청하시기 바랍니다.)당신의 제보가 뉴스로 만들어집니다.SBS Biz는 여러분의 제보를 기다리고 있습니다.홈페이지 = https://url.kr/9pghjn"
